,scr_num,date_time,trd_stat,preclose_px,open_px,high_px,low_px,last_px,up_limit,down_limit,trd_count,totl_trd_vol,totl_trd_amt,withdraw_buy_count,withdraw_buy_px,withdraw_buy_amount,withdraw_sell_count,withdraw_sell_px,withdraw_sell_amount,bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_price6,bid_price7,bid_price8,bid_price9,bid_price10,bid_size1,bid_size2,bid_size3,bid_size4,bid_size5,bid_size6,bid_size7,bid_size8,bid_size9,bid_size10,offer_price1,offer_price2,offer_price3,offer_price4,offer_price5,offer_price6,offer_price7,offer_price8,offer_price9,offer_price10,offer_size1,offer_size2,offer_size3,offer_size4,offer_size5,offer_size6,offer_size7,offer_size8,offer_size9,offer_size10,totl_buy_amount,totl_sell_amount,weighted_avg_sell_px,weighted_avg_buy_px
712,000001.XSHE,2023-11-22 10:05:36.000,T,10.28,10.26,10.31,10.24,10.25,11.31,9.25,6985,14013835,143846876.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,389600,1015080,592600,762600,634300,1045700,293600,473300,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,178700,175500,297500,167700,342400,605500,394900,923300,357200,573600,10600280,18603976,10.61,10.06
713,000001.XSHE,2023-11-22 10:05:39.000,T,10.28,10.26,10.31,10.24,10.26,11.31,9.25,6989,14015135,143860212.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,389400,1015880,592600,762600,634300,1045700,293600,473300,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,180900,191200,297500,167700,342400,605500,394900,923300,357200,573600,10600880,18624976,10.61,10.06
714,000001.XSHE,2023-11-22 10:05:42.000,T,10.28,10.26,10.31,10.24,10.25,11.31,9.25,6990,14016135,143870462.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,388700,1015880,592600,762600,634300,1045700,298600,473300,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,188000,191200,297500,167700,342400,605500,394900,923300,357200,573600,10605180,18632076,10.61,10.06
715,000001.XSHE,2023-11-22 10:05:45.000,T,10.28,10.26,10.31,10.24,10.25,11.31,9.25,6993,14016535,143874564.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,386900,1015880,593100,762600,634300,1046600,298600,473600,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,187800,191200,297500,167700,330900,605500,394900,923300,357200,573600,10605080,18620376,10.61,10.06
716,000001.XSHE,2023-11-22 10:05:48.000,T,10.28,10.26,10.31,10.24,10.25,11.31,9.25,6995,14017635,143885840.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,390900,1015880,593100,762600,634300,1047600,298600,473800,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,409600,191200,297500,167700,330900,605500,394900,923300,357200,573600,10610280,18842576,10.6,10.06
717,000001.XSHE,2023-11-22 10:05:51.000,T,10.28,10.26,10.31,10.24,10.26,11.31,9.25,6999,14023335,143944315.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,393200,1015880,593100,762600,634300,1048100,298600,473800,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,408800,196200,297500,167700,330900,605500,394900,923300,357200,570300,10613080,18843476,10.6,10.06
718,000001.XSHE,2023-11-22 10:05:54.000,T,10.28,10.26,10.31,10.24,10.26,11.31,9.25,6999,14023335,143944315.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,438400,1014880,593100,762600,634300,1048100,298600,473800,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,409000,196200,302500,167700,330900,605500,394900,923300,357200,570100,10659280,18848476,10.6,10.06
719,000001.XSHE,2023-11-22 10:05:57.000,T,10.28,10.26,10.31,10.24,10.26,11.31,9.25,6999,14023335,143944315.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,438400,1014180,593100,762600,634300,1048200,298600,473800,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,409000,196200,302500,172700,330900,605500,394900,923300,357200,570100,10658580,18853476,10.6,10.06
720,000001.XSHE,2023-11-22 10:06:00.000,T,10.28,10.26,10.31,10.24,10.25,11.31,9.25,7000,14023635,143947390.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,439000,1014180,593100,762600,634300,1048200,298600,473800,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,409000,196200,302500,172700,330900,605500,394900,923300,357200,570100,10659180,18850676,10.6,10.06
721,000001.XSHE,2023-11-22 10:06:03.000,T,10.28,10.26,10.31,10.24,10.25,11.31,9.25,7000,14023635,143947390.12,0,0.0,0.0,0,0.0,0.0,10.25,10.24,10.23,10.22,10.21,10.2,10.19,10.18,10.17,10.16,439500,1013480,593100,762600,634400,1048200,298600,473800,207100,356700,10.26,10.27,10.28,10.29,10.3,10.31,10.32,10.33,10.34,10.35,409700,196200,302500,172700,330900,605500,394900,923300,357200,570100,10659580,18851676,10.6,10.06
